Time,CF 3.0 V (1-1),CF 2.0 V (2-1),CF 2.5 V (3-1),CF 2.0 V (3-2),CF 2.0 V (4-1),CF 1.5 V (5-1),CF 1.5 V (6-1),CF 3.0 V (8-2),CF X-Ray,MC 1.5 V (1-2),MC 2.0 V (2-1),MC 2.5 V (2-2),MC 2.5 V (3-1),MC 3.0 V (4-1),MC 2.5 V (5-1),MC 2.0 V (5-2),MC 1.5 V (7-1),MC X-Ray
15.5,0.306817271,0.296905578,0.30267248,0.304437681,0.300828981,0.299716089,0.299719178,0.304586429,0.301295472,0.302400826,0.292871599,0.301079486,0.319251519,0.312952049,0.299396852,0.304269905,0.302162511,0.289148726
15.66666667,0.306930825,0.296885941,0.30260186,0.304357254,0.301009307,0.299713586,0.299878905,0.304555592,0.30133915,0.302586995,0.292484918,0.301126006,0.319548095,0.313310416,0.299312455,0.304195057,0.302377889,0.289455021
15.83333333,0.307213455,0.297051251,0.302490849,0.304359699,0.300907471,0.299925189,0.299979687,0.30463462,0.30130331,0.302591332,0.292560586,0.301159573,0.319688585,0.31328782,0.299352953,0.304421421,0.302319327,0.289503742
16,0.307326589,0.297428317,0.302686864,0.304495818,0.300957976,0.299820564,0.300254497,0.304678097,0.301513943,0.302781099,0.292748079,0.301034601,0.319743137,0.313386858,0.299445708,0.304509098,0.302480502,0.28965979
16.16666667,0.307485783,0.297471571,0.302514744,0.30446002,0.301128243,0.300029358,0.300242949,0.304798105,0.301493324,0.30276081,0.293012637,0.301070411,0.320097104,0.313845066,0.299544196,0.304621325,0.302615014,0.289717064
16.33333333,0.30759052,0.297473569,0.302422426,0.304672281,0.301178845,0.300260864,0.300491898,0.304823962,0.301719953,0.302837162,0.292818814,0.301066256,0.320180839,0.313863603,0.299739653,0.304723084,0.302792545,0.289906871
16.5,0.307832636,0.29771922,0.302326715,0.30453018,0.301329109,0.300362488,0.30067072,0.304873037,0.301578544,0.303056982,0.292986263,0.301308984,0.320625956,0.313985766,0.29969876,0.304791282,0.302731056,0.290085668
16.66666667,0.307823507,0.297809544,0.302510388,0.304500159,0.301363247,0.300530328,0.300755528,0.304915761,0.301871413,0.30312758,0.292699925,0.301523696,0.320444459,0.314102228,0.299581641,0.305049675,0.302930376,0.29018487
16.83333333,0.307933259,0.298231874,0.302760026,0.304598696,0.301571891,0.301066826,0.300903716,0.305057155,0.301773688,0.30319646,0.292757985,0.301390388,0.320904579,0.314482978,0.300073813,0.304960287,0.30309461,0.290104295
17,0.307982164,0.298208013,0.302817097,0.304793493,0.301624991,0.301337254,0.301103314,0.30508162,0.301965062,0.303305566,0.293121787,0.301442759,0.321038411,0.314727889,0.299877249,0.305093629,0.30323432,0.290541078
17.16666667,0.308031974,0.298383513,0.302860321,0.304964019,0.301619917,0.301304206,0.301143308,0.305153584,0.301960896,0.303447301,0.293239602,0.301467361,0.321215668,0.314737927,0.299998403,0.305273988,0.303347824,0.290658986
17.33333333,0.308239272,0.298561055,0.302747839,0.304890719,0.301687814,0.301768784,0.301221244,0.305197907,0.302041848,0.303381744,0.293424924,0.301469335,0.321448944,0.314813055,0.30001804,0.305329426,0.303284297,0.2905363
17.5,0.308300884,0.298971078,0.303240545,0.304949134,0.301763908,0.301633938,0.301508873,0.305157394,0.302098853,0.303607899,0.293362299,0.301558972,0.321483786,0.314942217,0.299896826,0.305352007,0.303529318,0.290839854
17.66666667,0.30844394,0.298994661,0.30329101,0.304843309,0.301874426,0.301898927,0.301507422,0.305256558,0.302260562,0.303625189,0.293291292,0.301694022,0.321624842,0.315131751,0.299979416,0.305398454,0.303495607,0.290842647
17.83333333,0.308494354,0.299033817,0.303335979,0.304981883,0.301985572,0.301847989,0.301786347,0.30540563,0.302299491,0.303717432,0.293153542,0.301851119,0.321959603,0.315246472,0.299983857,0.305577565,0.30370929,0.29080797
18,0.308640519,0.29920637,0.303542883,0.305206635,0.302186574,0.301949283,0.301732136,0.305389748,0.302497567,0.303746263,0.2931265,0.301905625,0.322037596,0.315409212,0.300383274,0.305790622,0.303883862,0.291137126
18.16666667,0.30871962,0.299341537,0.303815046,0.305214047,0.302164991,0.302201938,0.301952911,0.305502287,0.302453077,0.303896698,0.29367981,0.301964637,0.322201252,0.315783155,0.300303169,0.305783334,0.303897273,0.291315756
18.33333333,0.308832991,0.299499314,0.303825543,0.305200558,0.302205229,0.302230164,0.302020414,0.30554758,0.302543493,0.303920845,0.293374445,0.302218026,0.322383485,0.315851482,0.300287794,0.305862623,0.30405156,0.291489982
18.5,0.308927881,0.299908059,0.303847562,0.3052702,0.302156885,0.302365423,0.302039829,0.305461729,0.302623251,0.303944706,0.293653627,0.302231991,0.322580945,0.315929139,0.300695978,0.305921436,0.304296806,0.291755703
18.66666667,0.308931532,0.299778281,0.303901249,0.305407207,0.302349811,0.302378051,0.302157717,0.305471289,0.302659746,0.304057326,0.293140551,0.302275555,0.322725855,0.316344744,0.300338854,0.306144054,0.304073921,0.291731612
18.83333333,0.308970758,0.299967083,0.304101016,0.305369333,0.30241757,0.302603939,0.302224191,0.305515963,0.302748078,0.304263517,0.294059457,0.302493441,0.322850182,0.316351032,0.30054339,0.306295439,0.304550381,0.291856738
19,0.309120007,0.300146041,0.304065082,0.305691174,0.302452785,0.302791082,0.302351372,0.305521016,0.302758213,0.30451011,0.293305966,0.302586766,0.323078972,0.316539252,0.30050198,0.306408105,0.304548259,0.29186621
19.16666667,0.309183765,0.300318534,0.304119447,0.305870398,0.302560131,0.302650294,0.30241985,0.305521282,0.302852797,0.304293806,0.293400409,0.302632889,0.323198285,0.316690781,0.300690001,0.306624702,0.304627827,0.292002294
19.33333333,0.309355489,0.300540915,0.304248661,0.305914507,0.302687162,0.302864584,0.302482967,0.305658403,0.302929546,0.304592171,0.293379358,0.302896556,0.323295818,0.316802232,0.300751846,0.306857064,0.30474296,0.291998434
19.5,0.309235911,0.300780041,0.304307625,0.305864374,0.30261419,0.302985773,0.302716908,0.305765552,0.302989919,0.304437864,0.293698925,0.302729221,0.323455927,0.317100032,0.300810324,0.3069492,0.304883102,0.292312481
19.66666667,0.309198671,0.300927239,0.304647351,0.305960739,0.302880524,0.302990509,0.302738946,0.30584827,0.303033071,0.304825891,0.293455725,0.303082059,0.323705667,0.317181556,0.300889549,0.307249972,0.304902586,0.292235511
19.83333333,0.309487063,0.301114115,0.304677299,0.306224248,0.302896959,0.303161378,0.302912832,0.305948381,0.303234061,0.304849186,0.293715828,0.303130171,0.323757192,0.317430847,0.300893803,0.307354005,0.305110461,0.292421114
20,0.309458163,0.301139852,0.304623368,0.306179257,0.302740326,0.303233415,0.303070361,0.305986124,0.303104354,0.304867506,0.293738958,0.303115999,0.324022894,0.317723906,0.300907434,0.307490411,0.305108954,0.292521172
20.16666667,0.309541544,0.301419476,0.304476935,0.30632872,0.302888374,0.30331159,0.303065081,0.306076913,0.303290093,0.304708641,0.293929706,0.303377311,0.324246083,0.318058086,0.300987425,0.30765873,0.305311804,0.292584537
20.33333333,0.309582384,0.301517048,0.304578555,0.306292385,0.302957538,0.303408827,0.303275678,0.306212276,0.303275175,0.304988154,0.293711556,0.303573295,0.324356204,0.31822343,0.301206618,0.307714284,0.305347626,0.292929588
20.5,0.309664554,0.301615247,0.30456193,0.306529228,0.302977154,0.303476421,0.303262771,0.306323431,0.303430248,0.305131662,0.294050754,0.303718331,0.324463045,0.318325214,0.300995283,0.307973817,0.305407503,0.293011451
20.66666667,0.309642895,0.301978691,0.304668145,0.306730377,0.303121277,0.303657582,0.303359946,0.306305839,0.303511437,0.304935485,0.293978586,0.303754198,0.324773877,0.318444799,0.301105906,0.30816881,0.30560698,0.293015403
20.83333333,0.309772197,0.302074191,0.304835967,0.306697011,0.303140149,0.303726732,0.303526124,0.306407427,0.303496906,0.305344551,0.293417716,0.303676158,0.325003087,0.318586365,0.300996174,0.308235247,0.305822358,0.293241484
21,0.309907335,0.302069071,0.304792727,0.306730914,0.303110935,0.303804385,0.303576894,0.306453204,0.303638716,0.305496662,0.29342968,0.303817046,0.325079555,0.318885356,0.301167092,0.308429973,0.30579263,0.293316105
21.16666667,0.309883521,0.302414984,0.305023247,0.306903452,0.303291866,0.303815787,0.303642029,0.306548865,0.303712911,0.305420299,0.293626781,0.304010405,0.325403231,0.318883833,0.301306225,0.308632061,0.306051987,0.293331705
21.33333333,0.310078014,0.302750211,0.3050261,0.307022585,0.303173136,0.303989168,0.30374393,0.306598967,0.30368351,0.305534501,0.293712238,0.304141006,0.325375696,0.31885041,0.301294431,0.308820381,0.306154845,0.293652145
21.5,0.310065842,0.302856843,0.305082649,0.307140612,0.303248589,0.304086368,0.303830932,0.306609766,0.303683082,0.305730521,0.293878584,0.304084193,0.325777621,0.319290128,0.301535577,0.309010518,0.306268802,0.293602786
21.66666667,0.310212796,0.303080938,0.305159177,0.307120274,0.303320202,,0.303960219,0.306728027,0.303811296,0.305676599,0.293411531,0.304333151,0.325944905,0.319390931,0.301374787,0.309092059,0.306227536,0.293906777
21.83333333,0.310395544,0.303133301,0.30506292,0.307121788,0.303308791,,0.303920137,0.306801946,0.303863517,0.305832919,0.293966793,0.304326145,0.326142752,0.319586708,0.301481681,0.309290885,0.306543488,0.293902528
22,0.310353488,0.303322759,0.305062531,0.307204206,0.303528394,,0.304085436,0.306978863,0.303955914,0.305638627,0.294122171,0.304265404,0.326250873,0.31986013,0.301498914,0.309359073,0.306591532,0.294157976
22.16666667,0.310604282,0.303476278,0.305055824,0.307453901,0.303549145,,0.304252208,0.306946728,0.304065785,0.30612526,0.293996402,0.304359154,0.326518385,0.319681749,0.301453345,0.309513044,0.30661937,0.294144685
22.33333333,0.310781595,0.303633796,0.304880718,0.307407835,0.303701544,,0.304394192,0.307018362,0.304032788,0.306028952,0.29399277,0.304526447,0.326592266,0.319934182,0.301672396,0.309547423,0.306703147,0.294392448
22.5,0.310804048,0.30363628,0.304862292,0.30763335,0.303667808,,0.304252623,0.307105622,0.304169504,0.306179495,0.294198877,0.304522388,0.326700893,0.320229264,0.301639613,0.309739145,0.306830593,0.294422701
22.66666667,0.311019526,0.303974339,0.304925869,0.307658662,0.303783292,,0.304316612,0.307144475,0.304204014,0.306226398,0.294033243,0.304723617,0.326783564,0.320261752,0.30161885,0.309823146,0.306899814,0.294355748
22.83333333,0.311126059,0.30398613,0.304740416,0.30762962,0.303856498,,0.304478811,0.307241173,0.304240531,0.306144306,0.294223514,0.304734963,0.32684235,0.320265925,0.301880396,0.310105695,0.306934724,0.294575662
23,0.311293009,0.304088842,0.304749999,0.307677449,0.303898319,,0.304590767,0.30720181,0.304429794,0.306507655,0.294149818,0.304834505,0.327075946,0.32061085,0.301760456,0.310259361,0.3070715,0.294565923
23.16666667,0.311405491,0.304207663,0.304806286,0.307978866,0.303915944,,0.304689088,0.307385049,0.30439133,0.30643657,0.294367943,0.304874338,0.327075031,0.320706486,0.30193349,0.310447335,0.307292887,0.294962696
23.33333333,0.311475013,0.304285711,0.304986015,0.307942902,0.304252419,,0.304791487,0.307326467,0.304435384,0.306432014,0.294087167,0.304944186,0.327319445,0.320752647,0.301983949,0.310687949,0.30740553,0.294734304
23.5,0.311645465,0.304664365,0.304722571,0.308119512,0.304197537,,0.304877686,0.307357157,0.304552465,0.30675751,0.294130356,0.305060841,0.327205995,0.321070649,0.30205572,0.310751627,0.307561706,0.294998498
23.66666667,0.311669381,0.304770771,0.304943874,0.308032305,0.304305934,,0.304862936,0.307465527,0.304692283,0.306558146,0.294445474,0.305082597,0.327394159,0.32119001,0.301874064,0.310845517,0.307673721,0.295169863
23.83333333,0.311848537,0.305080154,0.304686931,0.307903504,0.304376579,,0.305018881,0.307608053,0.30466555,0.306783372,0.294519045,0.30510568,0.327600156,0.321322522,0.302010909,0.311089297,0.307593112,0.295204918
24,0.311914839,0.305123812,0.304773099,0.308248512,0.304282927,,0.305131152,0.307672757,0.304747491,0.306818998,0.294491489,0.30537809,0.327588161,0.321685653,0.302116096,0.311180918,0.307784185,0.295457037
24.16666667,0.312001125,0.305370982,0.305057473,0.308380614,0.304461512,,0.305219072,0.307694646,0.304857475,0.306990865,0.294060187,0.305311455,0.327938737,0.321634361,0.302051526,0.311452886,0.307885816,0.295505115
24.33333333,0.31212118,0.305474306,0.305582789,0.308401339,0.304675925,,0.30536562,0.307768479,0.304848397,0.307086316,0.294490795,0.305581198,0.327880253,0.321788773,0.302147661,0.311485272,0.307970208,0.295411161
24.5,0.312176366,0.305682231,0.306387648,0.308459764,0.304640982,,0.305343401,0.307797981,0.30493571,0.307100056,0.294533758,0.305408791,0.328105687,0.321883431,0.302354294,0.311431497,0.308085438,0.295574572
24.66666667,0.312400955,0.305723789,0.306831259,0.308685466,0.304571573,,0.305485468,0.307873837,0.305148064,0.307100697,0.294435495,0.30567353,0.32823788,0.322291531,0.302338839,0.311478895,0.308170449,0.295819883
24.83333333,0.31247284,0.30589208,0.307055376,0.308577025,0.304782866,,0.305494285,0.307808724,0.305112842,0.307220678,0.294736271,0.305570264,0.328222202,0.322259493,0.302392031,0.311712363,0.3082024,0.295942014
25,0.312561949,0.306109729,0.307370538,0.30875612,0.304719961,,0.305593614,0.307943384,0.305232996,0.307303046,0.294638323,0.30558215,0.328350335,0.32240116,0.302347216,0.31180291,0.30831887,0.29613974
25.16666667,0.312668413,0.306180529,0.307527803,0.30877869,0.305026857,,0.305749802,0.307934695,0.305263674,0.307281023,0.294919808,0.305805433,0.32852431,0.322484686,0.302415094,0.311921681,0.308521599,0.296015199
25.33333333,0.312781954,0.306366628,0.307653529,0.308829688,0.305066591,,0.305828992,0.308019835,0.305209443,0.307471415,0.294550393,0.305878743,0.328623397,0.322533266,0.302548751,0.312073696,0.30866768,0.296002026
25.5,0.3128047,0.306439613,0.307911151,0.309174706,0.30506893,,0.305750511,0.308174244,0.305353657,0.307594325,0.294762187,0.305935112,0.328769896,0.322831914,0.302630041,0.312261452,0.308592183,0.296506972
25.66666667,0.312950128,0.30674464,0.308118349,0.308955858,0.305114338,,0.306001455,0.308283793,0.305445277,0.307696182,0.294998398,0.306072337,0.328904929,0.323016409,0.302481714,0.312250077,0.308690246,0.296520786
25.83333333,0.313156422,0.306862471,0.308284709,0.309160655,0.305346909,,0.306009254,0.308318265,0.305547014,0.307782474,0.294484115,0.30612365,0.329125665,0.3232591,0.30261879,0.312325649,0.308870677,0.296573007
26,0.31318569,0.30694696,0.308374795,0.309146425,0.305152625,,0.3061513,0.30838171,0.305550674,0.307704783,0.294787174,0.306211776,0.329276575,0.323250438,0.302725125,0.312571614,0.308980187,0.296648484
26.16666667,0.313285371,0.3071785,0.308583977,0.309226378,0.305345455,,0.306280231,0.308567392,0.305657412,0.307930845,0.294896889,0.306389302,0.329329617,0.323544732,0.302667989,0.312600262,0.309182646,0.296884417
26.33333333,0.313426202,0.307248839,0.308689255,0.309252359,0.305270383,,0.30628963,0.308648964,0.305784261,0.308007908,0.295023084,0.30622591,0.329337079,0.324035828,0.30283716,0.312729398,0.309287725,0.297076885
26.5,0.313476968,0.307331632,0.308767268,0.309402004,0.305347685,,0.306368665,0.30870309,0.305787311,0.308087766,0.294788742,0.306412605,0.329628279,,0.302851705,0.312842462,0.309380705,0.297165595
26.66666667,0.313573889,0.307699541,0.309117597,0.309435525,0.305603646,,0.306432904,0.308685439,0.305780905,0.3080345,0.295491664,0.306634703,0.329768204,,0.302792221,0.312958216,0.309390383,0.297246544
26.83333333,0.313839971,0.307669741,0.309004148,0.309715881,0.305580135,,0.306552681,0.308809425,0.30589064,0.308181957,0.295303889,0.306637679,0.329828707,,0.303018274,0.312897887,0.309426519,0.297443028
27,0.31365044,0.307893089,0.309418553,0.309880301,0.305721327,,0.306613827,0.308934172,0.305957243,0.308245788,0.295028955,0.306578365,0.32995703,,0.303132375,0.313249633,0.309546749,0.297310387
27.16666667,0.313762086,0.307950038,0.309423985,0.309773815,0.305799416,,0.306735668,0.308966211,0.306036977,0.308385024,0.295253185,0.306966642,0.330076147,,0.303214166,0.313358839,0.309811735,0.297570383
27.33333333,0.31396753,0.307993173,0.309550691,0.30978789,0.305746077,,0.30688032,0.30902182,0.306120812,0.308152414,0.29502069,0.306881465,0.330265184,,0.303108896,0.313504778,0.309928102,0.297664943
27.5,0.313991146,0.30812128,0.309774762,0.309888319,0.305889833,,0.306952603,0.309097934,0.306140132,0.308556035,0.295410829,0.306866713,0.330331045,,0.303286123,0.313607518,0.310015137,0.297781298
27.66666667,,0.308156509,0.309838319,0.309870752,0.306102149,,0.307067076,0.309151256,0.306143874,0.308305346,0.295035339,0.307118367,0.330463883,,0.303272163,0.313682341,0.309940281,0.297774387
27.83333333,,0.308356516,0.309899652,0.310197678,0.305936081,,0.307019013,0.30923221,0.306248418,0.308637677,0.295432786,0.307178018,0.330587571,,0.303350857,0.313814269,0.310226952,0.297964541
28,,0.30850543,0.310264383,0.310033767,0.306027255,,0.307116642,0.309241258,0.306255527,0.308541827,0.295337415,0.307214833,0.330789975,,0.303397693,0.313958082,0.310108091,0.297972969
28.16666667,,0.30864834,0.310393869,0.310251449,0.305930744,,0.307257069,0.309314423,0.306402616,0.308616852,0.295590066,0.307334486,0.330869766,,0.303491519,0.314045207,0.310329783,0.298141804
28.33333333,,0.308870104,0.310474974,0.310454354,0.305951189,,0.307219568,0.309445464,0.306492311,0.308732766,0.29544318,0.307468795,0.331178638,,0.303435222,0.314080871,0.310526056,0.298330877
28.5,,0.308829027,0.310701129,0.310500063,0.306119805,,0.307429946,0.309473483,0.306497542,0.308864454,0.295192235,0.30755122,0.331336132,,0.30363342,0.314336503,0.310396435,0.298611276
28.66666667,,0.308921485,0.310683695,0.310505001,0.306232173,,0.307521861,0.309598262,0.306598876,0.308891732,0.295625357,0.307553231,0.331618818,,0.303699703,0.314437492,0.310509398,0.298666152
28.83333333,,0.30906288,0.310842926,0.310447412,0.306314257,,0.307538127,0.309499134,0.30671053,0.309081116,0.295752223,0.307697612,0.331734648,,0.303419752,0.31456814,0.310508053,0.298537795
29,,0.309284286,0.311006898,0.310687993,0.306205089,,0.307581342,0.309655511,0.30670591,0.309163947,0.295912395,0.307765835,0.331883442,,0.303779452,0.31469327,0.310731077,0.298929834
29.16666667,,0.309404905,0.311069746,0.310744404,0.306492927,,0.307658234,0.309740997,0.306793943,0.309042009,0.295458265,0.307857916,0.331943692,,0.303727378,0.314630366,0.310881784,0.298805144
29.33333333,,0.309514886,0.311266883,0.310859089,0.306466703,,0.307791678,0.309800086,0.306768605,0.309110041,0.295334312,0.307998659,0.332230043,,0.303752187,0.315002753,0.310939259,0.299097806
29.5,,0.309614273,0.311216565,0.310802065,0.306571846,,0.307839105,0.309893901,0.306850252,0.309337454,0.296068871,0.307907383,0.332283747,,0.30370815,0.314962701,0.311138159,0.298984152
29.66666667,,0.309713895,0.311153564,0.310968565,,,0.307801329,0.309971069,0.306933859,0.309356522,0.295728655,0.308165464,0.33257933,,0.30388061,0.315101221,0.311151333,0.299235526
29.83333333,,0.309795518,0.311451067,0.311110188,,,0.308000515,0.309980424,0.306990997,0.309505502,0.295679646,0.308304064,0.332664229,,0.303867333,0.315191344,0.311180409,0.299162194
30,,0.309967785,0.311291014,0.310924583,,,0.308057076,0.31001919,0.307094026,0.309573912,0.295673226,0.308174904,0.332664653,,0.304059388,0.315536065,0.311395953,0.299243901
30.16666667,,0.310140108,0.311648291,0.310985883,,,0.308242698,0.310180153,,0.309646082,0.295922718,0.308419569,0.332909064,,0.303990257,0.315542945,0.311504083,
30.33333333,,0.310117402,0.31171705,0.311355475,,,0.308356747,0.310240877,,0.30973078,0.295848071,0.30844821,0.333122644,,0.30395789,0.315869743,0.311515779,
30.5,,0.310268441,0.31184377,0.311328203,,,0.308358008,0.310251594,,,,0.30850652,0.333044495,,0.304034405,0.315885893,0.31148321,
30.66666667,,0.310672042,0.311947485,0.311288238,,,0.308500157,0.310345126,,,,0.308472707,0.333174413,,0.304215404,,0.31177121,
30.83333333,,0.310753607,0.311945494,0.311366358,,,0.308464006,0.310420409,,,,0.308734427,0.333331094,,0.304121888,,0.311892457,
31,,0.311029135,0.312295621,0.311515399,,,0.308589082,0.310469937,,,,0.308845628,0.333500746,,0.304440821,,0.31194522,
31.16666667,,0.311062139,0.312182417,0.311600573,,,0.308807226,0.310554389,,,,0.308968145,0.333749146,,0.304274472,,0.311940078,
31.33333333,,0.311327091,0.31240012,0.311706614,,,0.308739902,0.310609651,,,,0.30894669,0.33375051,,0.30443073,,0.31200552,
31.5,,0.311476143,0.312480904,0.311865827,,,0.308803304,0.310676186,,,,0.309048515,0.333865016,,0.304498614,,0.312325263,
31.66666667,,0.311521333,0.312605328,0.311982056,,,0.308818949,0.310664955,,,,0.30916735,0.333990621,,0.30456498,,0.312240138,
31.83333333,,0.311792007,0.312663329,0.31197237,,,0.308904666,0.310809886,,,,0.309241181,0.334105891,,0.304524735,,0.312256988,
32,,0.311767702,0.312861173,0.312099603,,,0.309014468,0.310751064,,,,0.309292897,0.334152173,,,,0.31240521,
32.16666667,,0.311886308,0.312727731,0.312163425,,,0.309256077,0.31086644,,,,,0.33439294,,,,0.3125607,
32.33333333,,0.31204402,0.313040659,0.312242053,,,0.309222973,0.311000727,,,,,0.334455571,,,,0.312659656,
32.5,,0.312274361,0.313358846,0.312204208,,,0.309226049,0.311059254,,,,,0.334404539,,,,0.312827599,
32.66666667,,0.312361611,0.313371848,0.312470071,,,0.309409099,0.311026777,,,,,0.3346936,,,,0.312962884,
32.83333333,,0.312515238,0.313554374,0.31241552,,,0.309453131,0.31122809,,,,,0.334741805,,,,0.313017522,
33,,0.31253874,0.313747098,0.31255101,,,0.309568641,0.311285433,,,,,0.334913832,,,,0.31289753,
33.16666667,,0.312907058,0.313983416,0.312560234,,,0.309623386,0.311334492,,,,,0.335046332,,,,0.313056951,
